,name,frequency,modeling_realm,standard_name,units,cell_methods,cell_measures,long_name,comment,processing_note,dimensions,out_name,type,positive,spatial_shape,temporal_shape,cmip6_table,physical_parameter_name,variableRootDD,branding_label,branded_variable_name,region,cmip6_compound_name,cmip7_compound_name,uid,flag_values,flag_meanings
125,seaIce.sithick.tavg-u-hxy-si.mon.glb,mon,seaIce ocean,sea_ice_thickness,m,area: time: mean where sea_ice (mask=siconc),area: areacello,Sea-Ice Thickness,"Actual (floe) thickness of sea ice averaged over the ice-covered part of a given grid cell, NOT volume divided by grid area.","Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.
CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",longitude latitude time,sithick,real,,XY-na,time-intv,SImon,sithick,sithick,tavg-u-hxy-si,sithick_tavg-u-hxy-si,glb,SImon.sithick,seaIce.sithick.tavg-u-hxy-si.mon.glb,d241a6d2-4a9f-11e6-b84e-ac72891c3257,,
