,name,frequency,modeling_realm,standard_name,units,cell_methods,cell_measures,long_name,comment,processing_note,dimensions,out_name,type,positive,spatial_shape,temporal_shape,cmip6_table,physical_parameter_name,variableRootDD,branding_label,branded_variable_name,region,cmip6_compound_name,cmip7_compound_name,uid,priority,flag_values,flag_meanings
18,atmos.bldep.tpt-u-hxy-u.3hr.glb,3hr,atmos aerosol land,atmosphere_boundary_layer_thickness,m,area: mean time: point,area: areacella,Boundary Layer Depth,Boundary Layer Depth every 3 hours,,longitude latitude time1,bldep,real,,XY-na,time-point,3hrPt,bldep,bldep,tpt-u-hxy-u,bldep_tpt-u-hxy-u,glb,3hrPt.bldep,atmos.bldep.tpt-u-hxy-u.3hr.glb,83bbfc71-7f07-11ef-9308-b1dd71e64bec,high,,
