,name,frequency,modeling_realm,standard_name,units,cell_methods,cell_measures,long_name,comment,processing_note,dimensions,out_name,type,positive,spatial_shape,temporal_shape,cmip6_table,physical_parameter_name,variableRootDD,branding_label,branded_variable_name,region,cmip6_compound_name,cmip7_compound_name,uid,priority,flag_values,flag_meanings
251,landIce.sbl.tavg-u-hxy-lnd.mon.glb,mon,landIce,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,kg m-2 s-1,area: mean where land time: mean,area: areacella,Surface Snow and Ice Sublimation Flux,The snow and ice sublimation flux is the loss of snow and ice mass resulting from their conversion to water vapor.  Computed as the total sublimation on the land portion of the grid cell divided by the land area in the grid cell; reported as missing for snow-free land regions; reported as missing where the land fraction is 0.,,longitude latitude time,sbl,real,,XY-na,time-intv,LImon,sbl,sbl,tavg-u-hxy-lnd,sbl_tavg-u-hxy-lnd,glb,LImon.sbl,landIce.sbl.tavg-u-hxy-lnd.mon.glb,bab6bba0-e5dd-11e5-8482-ac72891c3257,high,,
252,landIce.sbl.tavg-u-hxy-u.day.glb,day,landIce,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,kg m-2 s-1,area: time: mean,area: areacella,Surface Snow and Ice Sublimation Flux,surface upward flux of water vapor due to sublimation of surface snow and ice,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean CMIP7:area: time: mean,",longitude latitude time,sbl,real,,XY-na,time-intv,Eday,sbl,sbl,tavg-u-hxy-u,sbl_tavg-u-hxy-u,glb,Eday.sbl,landIce.sbl.tavg-u-hxy-u.day.glb,d2282ebe-4a9f-11e6-b84e-ac72891c3257,medium,,
